date,direction,entry_price,exit_price,stop_loss,target_1,target_2,range_high,range_low,exit_reason,pnl,pnl_pct,momentum,entry_time,exit_time,is_winner,sig_price_vs_range,sig_intraday_rsi,sig_intraday_macd,sig_vwap,sig_volume,sig_or_candle,sig_vix,sig_gap_open,sig_prev_day_sr,sig_ema_cross,sig_range_width
2025-11-10,skip,0.0,0.0,0.0,0.0,0.0,273.7300109863281,268.95001220703125,no_entry,0.0,0.0,38,,,False,0,0,0,15,5,10,0,10,0,-10,8
2025-11-11,call,274.81,275.29998779296875,272.24,276.74,278.66,274.739990234375,269.79998779296875,time_stop,0.49,0.1783,28,13:30,15:30,True,0,0,0,15,5,10,0,0,0,-10,8
2025-11-12,skip,0.0,0.0,0.0,0.0,0.0,275.239990234375,271.8699951171875,no_entry,0.0,0.0,-48,,,False,0,0,0,-15,5,-10,0,0,0,-10,8
2025-11-13,put,273.22,273.0400085449219,275.02,271.87,270.52,276.6990051269531,273.2900085449219,time_stop,0.18,0.0659,-28,10:30,15:30,True,0,0,0,-15,5,0,0,10,0,-10,8
2025-11-14,skip,0.0,0.0,0.0,0.0,0.0,273.8900146484375,269.6000061035156,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,10,0,-10,0,-10,8
2025-11-17,skip,0.0,0.0,0.0,0.0,0.0,270.489990234375,267.0,no_breakout,0.0,0.0,13,,,False,0,0,0,15,5,0,5,-10,0,-10,8
2025-11-18,skip,0.0,0.0,0.0,0.0,0.0,270.7049865722656,265.32000732421875,no_entry,0.0,0.0,-43,,,False,0,0,0,-15,5,-10,5,10,0,-10,8
2025-11-19,skip,0.0,0.0,0.0,0.0,0.0,272.2099914550781,265.5,no_breakout,0.0,0.0,23,,,False,0,0,0,15,5,10,5,-10,0,-10,8
2025-11-20,skip,0.0,0.0,0.0,0.0,0.0,275.42999267578125,270.80999755859375,no_entry,0.0,0.0,43,,,False,0,0,0,15,5,10,5,10,0,-10,8
2025-11-21,call,270.54,272.37,268.1,272.37,274.2,270.45001220703125,265.82000732421875,target_1,1.83,0.6764,33,10:30,13:30,True,0,0,0,15,5,10,5,0,0,-10,8
2025-11-24,skip,0.0,0.0,0.0,0.0,0.0,275.9200134277344,270.8999938964844,no_entry,0.0,0.0,-33,,,False,0,0,0,-15,5,10,5,0,0,-10,8
2025-11-25,skip,0.0,0.0,0.0,0.0,0.0,280.3800048828125,275.2699890136719,no_entry,0.0,0.0,28,,,False,0,0,0,15,5,10,0,0,0,-10,8
2025-11-26,skip,0.0,0.0,0.0,0.0,0.0,279.0474853515625,276.6300048828125,no_entry,0.0,0.0,-28,,,False,0,0,0,-15,5,10,0,0,0,-10,8
2025-12-01,skip,0.0,0.0,0.0,0.0,0.0,278.7699890136719,276.1400146484375,no_breakout,0.0,0.0,10,,,False,0,0,0,15,5,0,0,0,-8,-10,8
2025-12-02,call,285.38,286.46,283.94,286.46,287.54,285.3089904785156,282.6300964355469,target_1,1.08,0.3784,28,10:30,14:30,True,0,0,0,15,5,10,0,0,0,-10,8
2025-12-03,skip,0.0,0.0,0.0,0.0,0.0,288.6099853515625,285.8999938964844,no_entry,0.0,0.0,28,,,False,0,0,0,15,5,10,0,0,0,-10,8
2025-12-04,put,280.2,280.6499938964844,282.53,278.45,276.71,284.7300109863281,280.2699890136719,time_stop,-0.45,-0.1606,-48,10:30,15:30,False,0,0,0,-15,5,-10,0,0,0,-10,8
2025-12-05,skip,0.0,0.0,0.0,0.0,0.0,281.1400146484375,279.2699890136719,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,0,0,0,0,-10,8
2025-12-08,put,277.4,276.52,278.58,276.52,275.63,279.6693115234375,277.45001220703125,target_1,0.88,0.3172,-38,10:30,13:30,True,0,0,0,-15,5,0,0,0,0,-10,8
2025-12-09,put,277.3,278.71,278.71,276.24,275.19,280.0299987792969,277.3500061035156,stop,-1.41,-0.5085,-38,10:30,12:30,False,0,0,0,-15,5,0,0,0,0,-10,8
2025-12-10,skip,0.0,0.0,0.0,0.0,0.0,278.7929992675781,276.5849914550781,no_breakout,0.0,0.0,-20,,,False,0,0,0,-15,5,0,0,10,8,-10,8
2025-12-11,skip,0.0,0.0,0.0,0.0,0.0,279.5799865722656,273.80999755859375,no_entry,0.0,0.0,-48,,,False,0,0,0,-15,5,-10,0,0,0,-10,8
2025-12-12,put,276.91,278.3699951171875,278.12,276.0,275.1,279.2200012207031,276.9700927734375,eod,-1.46,-0.5272,-28,15:30,15:30,False,0,0,0,-15,5,10,0,0,0,-10,8
2025-12-15,put,273.55,274.114990234375,276.73,271.17,268.78,279.79168701171875,273.6199951171875,time_stop,-0.565,-0.2065,-38,13:30,15:30,False,0,0,0,-15,5,-10,0,10,0,-10,8
2025-12-16,skip,0.0,0.0,0.0,0.0,0.0,274.0299987792969,271.7900085449219,no_breakout,0.0,0.0,-8,,,False,0,0,0,15,5,0,0,-10,0,-10,8
2025-12-17,skip,0.0,0.0,0.0,0.0,0.0,276.1600036621094,274.8299865722656,no_breakout,0.0,0.0,-20,,,False,0,0,0,-15,5,10,0,0,0,-10,0
2025-12-18,skip,0.0,0.0,0.0,0.0,0.0,273.6199951171875,266.9599914550781,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,-10,0,10,0,-10,8
2025-12-19,put,270.85,271.97,271.97,270.01,269.17,272.9200134277344,270.95001220703125,stop,-1.12,-0.4135,-30,11:30,15:30,False,0,0,0,-15,5,0,0,0,0,-10,0
2025-12-22,put,271.53,270.62,272.74,270.62,269.71,273.8800048828125,271.57000732421875,target_1,0.91,0.3351,-48,10:30,13:30,True,0,0,0,-15,5,-10,0,0,0,-10,8
2025-12-23,call,271.97,272.239990234375,270.73,272.9,273.83,271.92999267578125,269.55999755859375,time_stop,0.27,0.0993,28,10:30,15:30,True,0,0,0,15,5,10,0,0,0,-10,8
2025-12-26,skip,0.0,0.0,0.0,0.0,0.0,275.3699951171875,274.05999755859375,no_entry,0.0,0.0,30,,,False,0,0,0,15,5,10,0,10,-8,-10,8
2025-12-29,skip,0.0,0.0,0.0,0.0,0.0,274.3599853515625,272.3900146484375,no_entry,0.0,0.0,28,,,False,0,0,0,15,5,10,0,0,0,-10,8
2025-12-30,put,272.36,273.24,273.24,271.7,271.04,274.07000732421875,272.3948059082031,stop,-0.88,-0.3231,-40,11:30,13:30,False,0,0,0,-15,5,-10,0,0,8,-10,8
2025-12-31,put,272.19,272.97,272.97,271.6,271.02,273.67999267578125,272.2318115234375,stop,-0.78,-0.2866,-40,10:30,12:30,False,0,0,0,-15,5,-10,0,0,8,-10,8
2026-01-02,put,272.31,270.2,275.13,270.2,268.08,277.8247985839844,272.3800048828125,target_1,2.11,0.7749,-28,10:30,11:30,True,0,0,0,-15,5,0,0,10,0,-10,8
2026-01-05,skip,0.0,0.0,0.0,0.0,0.0,271.17999267578125,267.8599853515625,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,0,0,0,0,-10,8
2026-01-06,put,262.97,262.42498779296875,265.31,261.22,259.46,267.54998779296875,263.0299987792969,time_stop,0.545,0.2073,-48,10:30,15:30,True,0,0,0,-15,5,-10,0,0,0,-10,8
2026-01-07,put,261.14,262.47,262.47,260.14,259.14,263.67999267578125,261.2099914550781,stop,-1.33,-0.5093,-30,10:30,11:30,False,0,0,0,-15,5,-10,0,10,8,-10,8
2026-01-08,skip,0.0,0.0,0.0,0.0,0.0,257.7699890136719,255.6999969482422,no_breakout,0.0,0.0,0,,,False,0,0,0,15,5,0,0,-10,0,-10,0
2026-01-09,skip,0.0,0.0,0.0,0.0,0.0,260.0,256.2200927734375,no_breakout,0.0,0.0,10,,,False,0,0,0,15,5,0,0,0,-8,-10,8
2026-01-12,skip,0.0,0.0,0.0,0.0,0.0,261.29998779296875,256.79998779296875,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,0,0,0,0,-10,8
2026-01-13,skip,0.0,0.0,0.0,0.0,0.0,261.80999755859375,258.3900146484375,no_entry,0.0,0.0,-38,,,False,0,0,0,-15,5,10,0,-10,0,-10,8
2026-01-14,put,258.74,257.53,260.35,257.53,256.32,261.80999755859375,258.82000732421875,target_1,1.21,0.4677,-35,10:30,11:30,True,0,0,0,-15,0,0,0,-10,8,-10,8
2026-01-15,put,259.55,260.35,260.35,258.95,258.35,261.0299987792969,259.6199951171875,stop,-0.8,-0.3082,-30,10:30,11:30,False,0,0,0,-15,5,-10,0,10,0,-10,0
2026-01-16,put,256.41,255.44,257.7,255.44,254.48,258.8999938964844,256.4601135253906,target_1,0.97,0.3783,-40,10:30,12:30,True,0,0,0,-15,5,-10,0,0,8,-10,8
2026-01-20,put,250.74,249.15,252.86,249.15,247.56,254.7899932861328,250.85000610351562,target_1,1.59,0.6341,-53,10:30,12:30,True,0,0,0,-15,5,0,5,-10,0,-10,8
2026-01-21,skip,0.0,0.0,0.0,0.0,0.0,248.75,246.02999877929688,no_breakout,0.0,0.0,10,,,False,0,0,0,15,5,-10,0,10,0,-10,0
2026-01-22,call,250.84,249.56,249.56,251.8,252.76,250.7799072265625,248.38499450683594,stop,-1.28,-0.5103,30,12:30,14:30,False,0,0,0,15,5,10,0,10,-8,-10,8
2026-01-23,skip,0.0,0.0,0.0,0.0,0.0,247.24000549316406,244.67999267578125,no_breakout,0.0,0.0,-8,,,False,0,0,0,15,5,0,0,-10,0,-10,8
2026-01-26,call,254.95,255.4199981689453,252.32,256.92,258.9,254.88999938964844,249.8000030517578,time_stop,0.47,0.1843,38,10:30,15:30,True,0,0,0,15,5,10,0,10,0,-10,8
2026-01-27,put,258.6,258.2799987792969,260.33,257.3,256.01,261.95001220703125,258.6600036621094,eod,0.32,0.1237,-28,15:30,15:30,True,0,0,0,-15,5,0,0,10,0,-10,8
2026-01-28,put,255.16,256.44000244140625,257.06,253.74,252.31,258.8550109863281,255.21499633789062,time_stop,-1.28,-0.5016,-48,11:30,15:30,False,0,0,0,-15,5,-10,0,0,0,-10,8
2026-01-29,put,255.41,257.6,257.6,253.77,252.12,259.6499938964844,255.49000549316406,stop,-2.19,-0.8574,-28,10:30,12:30,False,0,0,0,-15,5,0,0,10,0,-10,8
2026-02-03,skip,0.0,0.0,0.0,0.0,0.0,271.5799865722656,267.69000244140625,no_breakout,0.0,0.0,10,,,False,0,0,0,15,5,0,0,0,-8,-10,8
2026-02-04,call,278.94,276.4599914550781,275.5,281.52,284.1,278.80999755859375,272.2850036621094,eod,-2.48,-0.8891,38,15:30,15:30,False,0,0,0,15,5,10,0,10,0,-10,8
2026-02-05,skip,0.0,0.0,0.0,0.0,0.0,279.44000244140625,273.2300109863281,no_entry,0.0,0.0,25,,,False,0,0,0,15,5,0,5,10,-8,-10,8
2026-02-06,skip,0.0,0.0,0.0,0.0,0.0,280.9049987792969,277.0,no_entry,0.0,0.0,43,,,False,0,0,0,15,5,10,5,10,0,-10,8
2026-02-09,put,272.98,274.5400085449219,275.65,270.98,268.98,278.20001220703125,273.04998779296875,time_stop,-1.56,-0.5715,-48,10:30,15:30,False,0,0,0,-15,5,-10,0,0,0,-10,8
2026-02-10,skip,0.0,0.0,0.0,0.0,0.0,275.3599853515625,273.2099914550781,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,0,0,0,0,-10,8
2026-02-11,call,277.55,280.03,275.9,278.79,280.03,277.44000244140625,274.45001220703125,target_2,2.48,0.8935,30,10:30,11:30,True,0,0,0,15,5,10,0,10,0,-10,0
2026-02-12,put,269.91,265.35,272.95,267.63,265.35,275.7200012207031,270.05999755859375,target_2,4.56,1.6895,-53,10:30,11:30,True,0,0,0,-15,5,-10,5,0,0,-10,8
2026-02-13,skip,0.0,0.0,0.0,0.0,0.0,262.2300109863281,258.79998779296875,no_breakout,0.0,0.0,13,,,False,0,0,0,15,5,-10,5,0,0,-10,8
2026-02-17,call,261.51,266.14,258.42,263.83,266.14,261.3900146484375,255.55299377441406,target_2,4.63,1.7705,33,11:30,13:30,True,0,0,0,15,5,0,5,10,0,-10,8
2026-02-18,skip,0.0,0.0,0.0,0.0,0.0,265.6499938964844,262.45001220703125,no_breakout,0.0,0.0,20,,,False,0,0,0,15,5,10,0,0,-8,-10,8
2026-02-19,put,262.22,260.53,263.35,261.37,260.53,264.3500061035156,262.2900085449219,target_2,1.69,0.6445,-37,12:30,14:30,True,0,0,0,-15,5,0,5,-10,8,-10,0
2026-02-20,skip,0.0,0.0,0.0,0.0,0.0,262.3500061035156,258.1600036621094,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,10,0,-10,0,-10,8
2026-02-23,skip,0.0,0.0,0.0,0.0,0.0,267.739990234375,263.3810119628906,no_breakout,0.0,0.0,23,,,False,0,0,0,15,5,10,5,-10,0,-10,8
2026-02-24,skip,0.0,0.0,0.0,0.0,0.0,274.8900146484375,267.739990234375,no_entry,0.0,0.0,38,,,False,0,0,0,15,5,10,0,10,0,-10,8
2026-02-25,call,274.14,274.17999267578125,272.54,275.34,276.54,274.0799865722656,271.04998779296875,time_stop,0.04,0.0146,28,10:30,15:30,True,0,0,0,15,5,10,0,0,0,-10,8
2026-02-26,put,270.77,273.5,273.5,268.72,266.67,276.1099853515625,270.8399963378906,stop,-2.73,-1.0082,-40,10:30,14:30,False,0,0,0,-15,5,-10,0,0,8,-10,8
2026-02-27,put,268.2,266.4,270.6,266.4,264.6,272.80999755859375,268.29998779296875,target_1,1.8,0.6711,-48,10:30,12:30,True,0,0,0,-15,5,-10,0,0,0,-10,8
2026-03-02,skip,0.0,0.0,0.0,0.0,0.0,264.5398864746094,260.20001220703125,no_breakout,0.0,0.0,23,,,False,0,0,0,15,5,10,5,-10,0,-10,8
2026-03-03,put,261.12,263.43,263.43,259.39,257.65,265.55999755859375,261.2200012207031,stop,-2.31,-0.8847,-53,12:30,13:30,False,0,0,0,-15,5,0,5,-10,0,-10,8
2026-03-04,skip,0.0,0.0,0.0,0.0,0.0,266.1499938964844,261.4200134277344,no_entry,0.0,0.0,25,,,False,0,0,0,15,5,0,5,10,-8,-10,8
2026-03-05,put,258.44,260.04,260.04,257.24,256.04,261.45001220703125,258.5400085449219,stop,-1.6,-0.6191,-55,10:30,11:30,False,0,0,0,-15,5,-10,5,-10,0,-10,0
2026-03-06,skip,0.0,0.0,0.0,0.0,0.0,258.760009765625,254.3699951171875,no_breakout,0.0,0.0,-13,,,False,0,0,0,15,5,-10,5,-10,0,-10,8
2026-03-09,skip,0.0,0.0,0.0,0.0,0.0,257.0198974609375,253.6804962158203,no_breakout,0.0,0.0,13,,,False,0,0,0,15,5,0,5,-10,0,-10,8
2026-03-10,skip,0.0,0.0,0.0,0.0,0.0,260.25,256.95001220703125,no_breakout,0.0,0.0,15,,,False,0,0,0,15,5,10,5,-10,-8,-10,8
2026-03-11,skip,0.0,0.0,0.0,0.0,0.0,262.1300048828125,259.54998779296875,no_entry,0.0,0.0,-53,,,False,0,0,0,-15,5,-10,5,0,0,-10,8
2026-03-12,put,254.6,255.75,256.84,252.92,251.24,258.95001220703125,254.6699981689453,time_stop,-1.15,-0.4517,-63,10:30,15:30,False,0,0,0,-15,5,-10,5,-10,0,-10,8
2026-03-13,put,254.56,253.12,255.52,253.84,253.12,256.3299865722656,254.6407012939453,target_2,1.44,0.5657,-27,10:30,11:30,True,0,0,0,-15,5,0,5,0,8,-10,0
2026-03-16,call,253.64,252.77999877929688,251.73,255.07,256.5,253.58999633789062,249.91000366210938,time_stop,-0.86,-0.3391,43,10:30,15:30,False,0,0,0,15,5,10,5,10,0,-10,8
2026-03-17,call,255.13,253.6,253.6,256.28,257.42,255.0749969482422,252.17999267578125,stop,-1.53,-0.5997,33,11:30,12:30,False,0,0,0,15,5,10,5,0,0,-10,8
2026-03-18,put,251.32,249.92,253.18,249.92,248.53,254.94000244140625,251.3800048828125,target_1,1.4,0.5571,-45,12:30,14:30,True,0,0,0,-15,5,0,5,-10,8,-10,8
2026-03-19,skip,0.0,0.0,0.0,0.0,0.0,251.8300018310547,247.3000030517578,no_breakout,0.0,0.0,23,,,False,0,0,0,15,5,0,5,0,0,-10,8
2026-03-20,skip,0.0,0.0,0.0,0.0,0.0,248.75999450683594,246.61000061035156,no_breakout,0.0,0.0,5,,,False,0,0,0,15,5,0,5,-10,0,-10,0
2026-03-23,put,250.95,251.44000244140625,252.82,249.55,248.14,254.55999755859375,251.02000427246094,time_stop,-0.49,-0.1953,-43,11:30,15:30,False,0,0,0,-15,5,-10,5,10,0,-10,8
2026-03-24,skip,0.0,0.0,0.0,0.0,0.0,253.1199951171875,249.5500030517578,no_breakout,0.0,0.0,23,,,False,0,0,0,15,5,10,5,-10,0,-10,8
2026-03-25,skip,0.0,0.0,0.0,0.0,0.0,254.97999572753906,251.60000610351562,no_entry,0.0,0.0,-43,,,False,0,0,0,-15,5,-10,5,10,0,-10,8
2026-03-26,call,256.32,253.48,253.48,258.45,260.58,256.239990234375,250.77499389648438,stop,-2.84,-1.108,33,10:30,13:30,False,0,0,0,15,5,10,5,0,0,-10,8
2026-03-27,skip,0.0,0.0,0.0,0.0,0.0,255.4929962158203,252.7801055908203,no_entry,0.0,0.0,25,,,False,0,0,0,15,5,0,5,10,0,-10,0
2026-03-30,put,246.9,246.5399932861328,248.93,245.38,243.86,250.83999633789062,246.97000122070312,time_stop,0.36,0.1458,-43,10:30,15:30,True,0,0,0,-15,5,-10,5,10,0,-10,8
2026-03-31,call,249.38,250.83,248.41,250.11,250.83,249.27000427246094,247.63999938964844,target_2,1.45,0.5814,27,11:30,12:30,True,0,0,0,15,5,10,5,10,-8,-10,0
2026-04-01,put,253.76,255.03,255.03,252.81,251.85,256.17999267578125,253.82000732421875,stop,-1.27,-0.5005,-43,10:30,12:30,False,0,0,0,-15,5,0,5,0,0,-10,8
2026-04-02,skip,0.0,0.0,0.0,0.0,0.0,254.75999450683594,250.64999389648438,no_entry,0.0,0.0,-63,,,False,0,0,0,-15,5,-10,5,-10,0,-10,8
2026-04-06,call,262.1,259.22,259.22,264.26,266.42,262.0199890136719,256.4800109863281,stop,-2.88,-1.0988,43,10:30,11:30,False,0,0,0,15,5,10,5,10,0,-10,8
2026-04-07,put,247.44,251.24,251.24,244.59,241.74,254.79989624023438,247.57000732421875,stop,-3.8,-1.5357,-63,10:30,12:30,False,0,0,0,-15,5,-10,5,-10,0,-10,8
2026-04-08,skip,0.0,0.0,0.0,0.0,0.0,259.7499084472656,256.5299987792969,no_entry,0.0,0.0,-33,,,False,0,0,0,-15,5,0,5,10,0,-10,8
2026-04-09,skip,0.0,0.0,0.0,0.0,0.0,260.0299987792969,256.07000732421875,no_entry,0.0,0.0,-48,,,False,0,0,0,-15,5,-10,0,0,0,-10,8
2026-04-10,call,261.91,260.44,260.44,263.01,264.12,261.8500061035156,259.07000732421875,stop,-1.47,-0.5613,28,10:30,11:30,False,0,0,0,15,5,10,0,0,0,-10,8
2026-04-13,skip,0.0,0.0,0.0,0.0,0.0,259.7799987792969,256.6600036621094,no_entry,0.0,0.0,-58,,,False,0,0,0,-15,5,-10,0,-10,0,-10,8
2026-04-14,put,258.96,257.8,260.51,257.8,256.64,261.92999267578125,259.0299987792969,target_1,1.16,0.4479,-38,10:30,11:30,True,0,0,0,-15,5,0,0,0,0,-10,8
2026-04-15,skip,0.0,0.0,0.0,0.0,0.0,261.0400085449219,257.82000732421875,no_breakout,0.0,0.0,20,,,False,0,0,0,15,5,10,0,0,-8,-10,8
2026-04-16,put,261.25,264.26,264.26,258.99,256.74,267.1600036621094,261.30999755859375,stop,-3.01,-1.1522,-48,10:30,11:30,False,0,0,0,-15,5,-10,0,0,0,-10,8
2026-04-17,call,269.87,271.11,268.22,271.11,272.34,269.7900085449219,266.7200012207031,target_1,1.24,0.4595,38,10:30,11:30,True,0,0,0,15,5,10,0,10,0,-10,8
