date,direction,entry_price,exit_price,stop_loss,target_1,target_2,range_high,range_low,exit_reason,pnl,pnl_pct,momentum,entry_time,exit_time,is_winner,sig_price_vs_range,sig_intraday_rsi,sig_intraday_macd,sig_vwap,sig_volume,sig_or_candle,sig_vix,sig_gap_open,sig_prev_day_sr,sig_ema_cross,sig_range_width
2025-06-30,skip,0.0,0.0,0.0,0.0,0.0,202.19000244140625,200.35240173339844,no_breakout,0.0,0.0,-17,,,False,0,0,0,-15,0,-10,0,10,8,-10,0
2025-07-01,call,209.9,207.96,207.96,211.36,212.81,209.8300018310547,206.14010620117188,stop,-1.94,-0.9242,38,10:30,11:30,False,0,0,0,15,5,10,0,10,0,-10,8
2025-07-02,skip,0.0,0.0,0.0,0.0,0.0,213.33999633789062,208.2760009765625,no_entry,0.0,0.0,38,,,False,0,0,0,15,5,10,0,10,0,-10,8
2025-07-07,put,211.74,210.01,214.05,210.01,208.28,216.22999572753906,211.80999755859375,target_1,1.73,0.817,-30,10:30,12:30,True,0,0,0,-15,5,0,0,0,8,-10,8
2025-07-08,skip,0.0,0.0,0.0,0.0,0.0,210.49000549316406,208.4499969482422,no_entry,0.0,0.0,-30,,,False,0,0,0,-15,5,-10,0,10,8,-10,8
2025-07-09,put,209.28,207.98,210.15,208.63,207.98,210.89999389648438,209.35000610351562,target_2,1.3,0.6212,-30,10:30,11:30,True,0,0,0,-15,5,0,0,0,0,-10,0
2025-07-10,call,212.35,213.22,211.19,213.22,214.09,212.29989624023438,210.1199951171875,target_1,0.87,0.4097,28,10:30,14:30,True,0,0,0,15,5,10,0,0,0,-10,8
2025-07-11,skip,0.0,0.0,0.0,0.0,0.0,212.1300048828125,209.86000061035156,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,10,0,-10,0,-10,8
2025-07-14,skip,0.0,0.0,0.0,0.0,0.0,210.91000366210938,207.5399932861328,no_entry,0.0,0.0,-48,,,False,0,0,0,-15,5,-10,0,0,0,-10,8
2025-07-15,call,211.2,210.0,210.0,212.1,213.0,211.1300048828125,208.9199981689453,stop,-1.2,-0.5682,30,10:30,14:30,False,0,0,0,15,5,10,0,10,-8,-10,8
2025-07-16,skip,0.0,0.0,0.0,0.0,0.0,212.39999389648438,209.91050720214844,no_entry,0.0,0.0,38,,,False,0,0,0,15,5,10,0,10,0,-10,8
2025-07-17,skip,0.0,0.0,0.0,0.0,0.0,211.00999450683594,209.58999633789062,no_entry,0.0,0.0,-30,,,False,0,0,0,-15,5,-10,0,10,0,-10,0
2025-07-18,skip,0.0,0.0,0.0,0.0,0.0,211.00999450683594,209.70449829101562,no_entry,0.0,0.0,-38,,,False,0,0,0,-15,5,-10,0,10,0,-10,8
2025-07-21,skip,0.0,0.0,0.0,0.0,0.0,215.77999877929688,211.64089965820312,no_entry,0.0,0.0,38,,,False,0,0,0,15,5,10,0,10,0,-10,8
2025-07-22,call,214.08,214.38999938964844,213.11,214.81,215.54,214.02999877929688,212.2301025390625,time_stop,0.31,0.1448,28,12:30,15:30,True,0,0,0,15,5,0,0,10,0,-10,8
2025-07-23,skip,0.0,0.0,0.0,0.0,0.0,215.10000610351562,212.41000366210938,no_entry,0.0,0.0,-38,,,False,0,0,0,-15,5,-10,0,10,0,-10,8
2025-07-24,skip,0.0,0.0,0.0,0.0,0.0,215.69000244140625,213.52999877929688,no_entry,0.0,0.0,-38,,,False,0,0,0,-15,5,0,0,0,0,-10,8
2025-07-25,skip,0.0,0.0,0.0,0.0,0.0,214.86000061035156,213.74000549316406,no_breakout,0.0,0.0,20,,,False,0,0,0,15,5,0,0,10,-8,-10,8
2025-07-28,call,214.78,214.15,214.15,215.25,215.72,214.74000549316406,213.5800018310547,stop,-0.63,-0.2933,30,10:30,12:30,False,0,0,0,15,5,10,0,10,-8,-10,8
2025-07-29,put,211.46,211.35000610351562,213.18,210.17,208.88,214.80999755859375,211.50999450683594,time_stop,0.11,0.052,-30,12:30,15:30,True,0,0,0,-15,5,-10,0,10,8,-10,8
2025-07-30,put,209.96,208.06,211.23,209.01,208.06,212.38999938964844,210.02000427246094,target_2,1.9,0.9049,-30,10:30,14:30,True,0,0,0,-15,5,-10,0,10,8,-10,8
2025-07-31,skip,0.0,0.0,0.0,0.0,0.0,209.68150329589844,207.8249969482422,no_breakout,0.0,0.0,10,,,False,0,0,0,15,5,0,0,0,0,-10,0
2025-08-01,put,204.28,202.27000427246094,209.01,200.73,197.18,213.5800018310547,204.3699951171875,time_stop,2.01,0.9839,-43,10:30,15:30,True,0,0,0,-15,5,-10,5,10,0,-10,8
2025-08-04,call,206.91,205.49,205.49,207.98,209.04,206.83999633789062,204.19500732421875,stop,-1.42,-0.6863,38,10:30,11:30,False,0,0,0,15,5,10,0,10,0,-10,8
